Synonym;Kategorie;Gate;Gate-aktiv-bei;Basis;Beschreibung;Typ;Registertyp lesen;Registertyp schreiben;rw;Adresse;Register;Multiplikator;Unit;Min;Max;Inc;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
A71;heizkreis_b;;;;Heizkreis B;WAHL;3;;rw;20793;20794;1;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
A72;heizkreis_b;A71;1,2,3,4;;Heizkreis B Steilheit;FLOAT;3;;rw;20794;20795;1;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
A72a;heizkreis_b;A71;1,2,3,4;;Heizkreis B Steilheit FBH;FLOAT;3;;rw;21103;21104;1;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
A73;heizkreis_b;A71;1,2,3,4;;Heizkreis B Vorlauftemperatur Minimum;INT;3;;rw;20796;20797;1;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
A73a;heizkreis_b;A71;1,2,3,4;;Heizkreis B Vorlauftemperatur Minimum FBH;INT;3;;rw;21105;21106;1;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
A74;heizkreis_b;A71;1,2,3,4;;Heizkreis B Vorlauftemperatur Maximum;INT;3;;rw;20797;20798;1;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
A74a;heizkreis_b;A71;1,2,3,4;;Heizkreis B Vorlauftemperatur Maximum FBH;INT;3;;rw;21106;21107;1;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
A75;heizkreis_b;A71;1,2,3,4;;Heizkreis B Mischerlaufzeit;INT;3;;rw;20798;20799;1;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
A76;heizkreis_b;A71;1,2,3,4;;Heizkreis B Fernbedienung;WAHL;3;;rw;20799;20800;1;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
A76a;heizkreis_b;A76;1,2,3,4,5,6;;Heizkreis B Fernbedienung;WAHL;3;;rw;20800;20801;1;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
A76b;heizkreis_b;A76;1,2,3,4,5,6;;Heizkreis B Anzeige Fernbedienung;WAHL;3;;rw;20801;20802;1;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
A76c;heizkreis_b;A76;1,2,3,4,5,6;;Heizkreis B FR40-Ansicht;BITFIELD;3;;rw;21107;21108;1;;;;;;;;;;;;;;;;;;;;;;;;;
A76ca;heizkreis_b;A76;1,2,3,4,5,6;;Heizkreis B FR40-Ansicht;BITFIELD;3;;rw;23997;23998;1;;;;;;;;;;;;;;;;;;;;;;;;;
A76d;heizkreis_b;A76;1,2,3,4,5,6;;Heizkreis B Raumkorr. Fernbedienung;FLOAT;3;;rw;20802;20803;1;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
A76e;heizkreis_b;A76;1,2,3,4,5,6;;Heizkreis B Pumpenabschaltung bei Überschreitung der Raumtemp. Raumregler;WAHL;3;;rw;20804;20805;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
A76f;heizkreis_b;A76;1,2,3,4,5,6;;Heizkreis B Eingang externer Kontakt FR25;WAHL;3;;rw;21109;21110;1;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
A76g;heizkreis_b;A76;1,2,3,4,5,6;;Heizkreis B Raumkorrektur über App/Web;WAHL;3;;rw;23844;23845;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
A77;heizkreis_b;A71;1,2,3,4;;Heizkreis B Fernleitungspumpe;WAHL;3;;rw;20805;20806;1;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
A78;heizkreis_b;A71;1,2,3,4;;Heizkreis B Sommer-Badheizen;WAHL;3;;rw;20806;20807;1;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
A78a;heizkreis_b;A71;1,2,3,4;;Heizkreis B Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20807;20808;1;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
A78b;heizkreis_b;A71;1,2,3,4;;Heizkreis B Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;16;rw;20808;20809;1;;;;;;;;;;;;;;;;;;;;;;;;;
A78c;heizkreis_b;A71;1,2,3,4;;Heizkreis B Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20812;20813;1;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
A78d;heizkreis_b;A71;1,2,3,4;;Heizkreis B Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21110;21111;1;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
A78e;heizkreis_b;A71;1,2,3,4;;Heizkreis B Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24116;24117;1;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
A79;estrich;;;;Heizkreis B Estrich;WAHL;3;;rw;20813;20814;1;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
A79a;estrich;;;;Heizkreis B Estrich pausiert;WAHL;3;;rw;21111;21112;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
A80;heizkreis_b;A71;1,2,3,4;;Heizkreis B Loxone Verbindungsausfall Notbetrieb Solltemperatur;INT;3;;rw;21112;21113;1;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
A99;zentralpuffer;C2;1,2,3,4,5;;Alle Heizkreise Heizkreispuffern;WAHL;3;6;rw;21863;21864;1;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
A100;estrich;;;;Alle Heizkreise Estrich Estrich Anzahl Temperaturphasen (alle HK);INT;3;;rw;21113;21114;1;;1;18;1;;;;;;;;;;;;;;;;;;;;;
A101a;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21114;21115;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101b;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21115;21116;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101c;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21116;21117;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101d;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21117;21118;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101e;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21118;21119;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101f;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21119;21120;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101g;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21120;21121;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101h;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21121;21122;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101i;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21122;21123;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101j;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21123;21124;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101k;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21124;21125;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101l;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21125;21126;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101m;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21126;21127;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101n;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21127;21128;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101o;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21128;21129;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101p;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21129;21130;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101q;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21130;21131;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A101r;estrich;;;;Alle Heizkreise Estrich Vorlauf-Solltemperatur (alle HK);INT;3;;rw;21131;21132;1;°C;10;60;1;;;;;;;;;;;;;;;;;;;;;
A102a;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21132;21133;1;Tage;1;10;1;;;;;;;;;;;;;;;;;;;;;
A102b;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21133;21134;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102c;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21134;21135;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102d;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21135;21136;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102e;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21136;21137;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102f;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21137;21138;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102g;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21138;21139;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102h;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21139;21140;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102i;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21140;21141;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102j;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21141;21142;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102k;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21142;21143;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102l;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21143;21144;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102m;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21144;21145;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102n;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21145;21146;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102o;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21146;21147;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102p;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21147;21148;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102q;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21148;21149;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A102r;estrich;;;;Alle Heizkreise Estrich Anzahl Tage (alle HK);INT;3;;rw;21149;21150;1;Tage;0;10;1;;;;;;;;;;;;;;;;;;;;;
A103;estrich;;;;Alle Heizkreise Estrich Estrich Hysterese (alle HK);INT;3;;rw;21150;21151;1;K;0;10;1;;;;;;;;;;;;;;;;;;;;;
A104;estrich;;;;Alle Heizkreise Estrich Infomeldung Temperatur nicht erreicht ausgeben (0=inaktiv);INT;3;;rw;24108;24109;1;h;0;96;1;;;;;;;;;;;;;;;;;;;;;
B1;boiler_1;;;;Boiler 1;WAHL;3;;rw;20829;20830;1;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
B2;boiler_1;B1;1,2;;Boiler 1 Boilertemperatur Schaltdifferenz;INT;3;;rw;20830;20831;1;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
B3;boiler_1;B1;1,2;;Boiler 1 Boilertemperatur Minimum;INT;3;;rw;20831;20832;1;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
B4;boiler_1;B1;1,2;;Boiler 1 Legionellenschutz;WAHL;3;;rw;20832;20833;1;(0) Aus;(1) Ein;;;;;;;;;;;;;;;;;;;;;;;
B5;boiler_1;B1;1,2;;Boiler 1 Legionellenschutz Solltemperatur;INT;3;;rw;20833;20834;1;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
B6;boiler_1;B1;1,2;;Boiler 1 Legionellenschutz Wochenprogramm;WPROG;3;16;rw;20834;20835;1;;;;;;;;;;;;;;;;;;;;;;;;;
B7;boiler_1;B1;1,2;;Boiler 1 Fernleitungspumpe;WAHL;3;;rw;20839;20840;1;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
B8;boiler_1;B1;1,2;;Boiler 1 Zirkulationspumpe;WAHL;3;;rw;20840;20841;1;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
B8a;boiler_1;B8;1,2;;Boiler 1 Zirkulationspumpe Laufzeit;INT;3;;rw;20841;20842;1;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
B8b;boiler_1;B8;1,2;;Boiler 1 Zirkulationspumpe Stillstandszeit;INT;3;;rw;20842;20843;1;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
B8c;boiler_1;B8;1,2;;Boiler 1 Zirkulationspumpe starten;WAHL;3;;rw;23442;23443;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
B9;boiler_1;B1;1,2;;Boiler 1 Energiesparmodus;WAHL;3;;rw;21770;21771;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
B9a;boiler_1;B9;1;;Boiler 1 Energiesparmodus nach der Dauer;INT;3;;rw;21775;21776;1;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
B9b;boiler_1;B9;1;;Boiler 1 maximale Pumpenlaufzeit bei Boilerladung;INT;3;;rw;20843;20844;1;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
B11;boiler_2;;;;Boiler 2;WAHL;3;;rw;20844;20845;1;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
B12;boiler_2;B11;1,2;;Boiler 2 Boilertemperatur Schaltdifferenz;INT;3;;rw;20845;20846;1;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
B13;boiler_2;B11;1,2;;Boiler 2 Boilertemperatur Minimum;INT;3;;rw;20846;20847;1;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
B14;boiler_2;B11;1,2;;Boiler 2 Legionellenschutz;WAHL;3;;rw;20847;20848;1;(0) Aus;(1) Ein;;;;;;;;;;;;;;;;;;;;;;;
B15;boiler_2;B11;1,2;;Boiler 2 Legionellenschutz Solltemperatur;INT;3;;rw;20848;20849;1;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
B16;boiler_2;B11;1,2;;Boiler 2 Legionellenschutz Wochenprogramm;WPROG;3;16;rw;20849;20850;1;;;;;;;;;;;;;;;;;;;;;;;;;
B17;boiler_2;B11;1,2;;Boiler 2 Fernleitungspumpe;WAHL;3;;rw;20854;20855;1;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
B18;boiler_2;B11;1,2;;Boiler 2 Zirkulationspumpe;WAHL;3;;rw;20855;20856;1;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
B18a;boiler_2;B18;1,2;;Boiler 2 Zirkulationspumpe Laufzeit;INT;3;;rw;20856;20857;1;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
B18b;boiler_2;B18;1,2;;Boiler 2 Zirkulationspumpe Stillstandszeit;INT;3;;rw;20857;20858;1;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
B18c;boiler_2;B18;1,2;;Boiler 2 Zirkulationspumpe starten;WAHL;3;;rw;23443;23444;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
B19;boiler_2;B11;1,2;;Boiler 2 Energiesparmodus;WAHL;3;;rw;21771;21772;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
B19a;boiler_2;B19;1;;Boiler 2 Energiesparmodus nach der Dauer;INT;3;;rw;21776;21777;1;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
B19b;boiler_2;B19;1;;Boiler 2 maximale Pumpenlaufzeit bei Boilerladung;INT;3;;rw;20858;20859;1;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
B21;boiler_3;;;;Boiler 3;WAHL;3;;rw;20859;20860;1;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
B22;boiler_3;B21;1,2;;Boiler 3 Boilertemperatur Schaltdifferenz;INT;3;;rw;20860;20861;1;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
B23;boiler_3;B21;1,2;;Boiler 3 Boilertemperatur Minimum;INT;3;;rw;20861;20862;1;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
B24;boiler_3;B21;1,2;;Boiler 3 Legionellenschutz;WAHL;3;;rw;20862;20863;1;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
B25;boiler_3;B21;1,2;;Boiler 3 Legionellenschutz Solltemperatur;INT;3;;rw;20863;20864;1;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
B26;boiler_3;B21;1,2;;Boiler 3 Legionellenschutz Wochenprogramm;WPROG;3;16;rw;20864;20865;1;;;;;;;;;;;;;;;;;;;;;;;;;
B27;boiler_3;B21;1,2;;Boiler 3 Fernleitungspumpe;WAHL;3;;rw;20869;20870;1;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
B28;boiler_3;B21;1,2;;Boiler 3 Zirkulationspumpe;WAHL;3;;rw;20870;20871;1;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
B28a;boiler_3;B28;1,2;;Boiler 3 Zirkulationspumpe Laufzeit;INT;3;;rw;20871;20872;1;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
B28b;boiler_3;B28;1,2;;Boiler 3 Zirkulationspumpe Stillstandszeit;INT;3;;rw;20872;20873;1;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
B28c;boiler_3;B28;1,2;;Boiler 3 Zirkulationspumpe starten;WAHL;3;;rw;23444;23445;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
B29;boiler_3;B21;1,2;;Boiler 3 Energiesparmodus;WAHL;3;;rw;21772;21773;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
B29a;boiler_3;B29;1;;Boiler 3 Energiesparmodus nach der Dauer;INT;3;;rw;21777;21778;1;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
B29b;boiler_3;B29;1;;Boiler 3 maximale Pumpenlaufzeit bei Boilerladung;INT;3;;rw;20873;20874;1;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
B31;boiler_a;;;;Boiler A;WAHL;3;;rw;20814;20815;1;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
B32;boiler_a;B31;1,2;;Boiler A Boilertemperatur Schaltdifferenz;INT;3;;rw;20815;20816;1;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
B33;boiler_a;B31;1,2;;Boiler A Boilertemperatur Minimum;INT;3;;rw;20816;20817;1;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
B34;boiler_a;B31;1,2;;Boiler A Legionellenschutz;WAHL;3;;rw;20817;20818;1;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
B35;boiler_a;B31;1,2;;Boiler A Legionellenschutz Solltemperatur;INT;3;;rw;20818;20819;1;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
B36;boiler_a;B31;1,2;;Boiler A Legionellenschutz Wochenprogramm;WPROG;3;16;rw;20819;20820;1;;;;;;;;;;;;;;;;;;;;;;;;;
B37;boiler_a;B31;1,2;;Boiler A Fernleitungspumpe;WAHL;3;;rw;20824;20825;1;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
B38;boiler_a;B31;1,2;;Boiler A Zirkulationspumpe;WAHL;3;;rw;20825;20826;1;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
B38a;boiler_a;B38;1,2;;Boiler A Zirkulationspumpe Laufzeit;INT;3;;rw;20826;20827;1;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
B38b;boiler_a;B38;1,2;;Boiler A Zirkulationspumpe Stillstandszeit;INT;3;;rw;20827;20828;1;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
B38c;boiler_a;B38;1,2;;Boiler A Zirkulationspumpe starten;WAHL;3;;rw;23441;23442;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
B39;boiler_a;B31;1,2;;Boiler A Energiesparmodus;WAHL;3;;rw;21769;21770;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
B39a;boiler_a;B39;1;;Boiler A Energiesparmodus nach der Dauer;INT;3;;rw;21774;21775;1;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
B39b;boiler_a;B39;1;;Boiler A maximale Pumpenlaufzeit bei Boilerladung;INT;3;;rw;20828;20829;1;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
B41;boiler_b;;;;Boiler B;WAHL;3;;rw;20874;20875;1;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
B42;boiler_b;B41;1,2;;Boiler B Boilertemperatur Schaltdifferenz;INT;3;;rw;20875;20876;1;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
B43;boiler_b;B41;1,2;;Boiler B Boilertemperatur Minimum;INT;3;;rw;20876;20877;1;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
B44;boiler_b;B41;1,2;;Boiler B Legionellenschutz;WAHL;3;;rw;20877;20878;1;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
B45;boiler_b;B41;1,2;;Boiler B Legionellenschutz Solltemperatur;INT;3;;rw;20878;20879;1;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
B46;boiler_b;B41;1,2;;Boiler B Legionellenschutz Wochenprogramm;WPROG;3;16;rw;20879;20880;1;;;;;;;;;;;;;;;;;;;;;;;;;
B47;boiler_b;B41;1,2;;Boiler B Fernleitungspumpe;WAHL;3;;rw;20884;20885;1;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
B48;boiler_b;B41;1,2;;Boiler B Zirkulationspumpe;WAHL;3;;rw;20885;20886;1;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
B48a;boiler_b;B48;1,2;;Boiler B Zirkulationspumpe Laufzeit;INT;3;;rw;20886;20887;1;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
B48b;boiler_b;B48;1,2;;Boiler B Zirkulationspumpe Stillstandszeit;INT;3;;rw;20887;20888;1;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
B48c;boiler_b;B48;1,2;;Boiler B Zirkulationspumpe starten;WAHL;3;;rw;23445;23446;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
B49;boiler_b;B41;1,2;;Boiler B Energiesparmodus;WAHL;3;;rw;21773;21774;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
B49a;boiler_b;B49;1;;Boiler B Energiesparmodus nach der Dauer;INT;3;;rw;21778;21779;1;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
B49b;boiler_b;B49;1;;Boiler B maximale Pumpenlaufzeit bei Boilerladung;INT;3;;rw;20888;20889;1;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
B60;system;;;;Boilervorrangautomatik;WAHL;3;;rw;20889;20890;1;;;;;Ein;Aus;;;;;;;;;;;;;;;;;;;
B90;system;;;;Freigabe Boilertemperatur Minimum;TPROG;3;16;rw;20890;20891;1;;;;;;;;;;;;;;;;;;;;;;;;;
B91;system;;;;Hydraulikschema Nano;WAHL;3;;rw;21882;21883;1;;;;;alt;neu;;;;;;;;;;;;;;;;;;;
B104;frischwasser;;;;Frischwasserstation Info Puffertemperatur unterschritten;WAHL;3;;rw;21156;21157;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
B104a;frischwasser;;;;Puffervorrangautomatik (für FWS);WAHL;3;;rw;23300;23301;1;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
B105;frischwasser;;;;Kaskade FWS;BITFIELD;3;;rw;23385;23386;1;;;;;;;;;;;;;;;;;;;;;;;;;
B105a;system;;;;Zuschaltung ab;INT;3;;rw;21158;21159;1;%;50;100;5;;;;;;;;;;;;;;;;;;;;;
B105b;system;;;;Zeitverzögerung Zuschaltung;FLOAT;3;;rw;21159;21160;1;Sek;0.00;5.00;0.10;;;;;;;;;;;;;;;;;;;;;
B105c;system;;;;Abschaltung ab;INT;3;;rw;21161;21162;1;%;5;50;5;;;;;;;;;;;;;;;;;;;;;
B105d;frischwasser;;;;Frischwasserstation Kaskade Master;INT;3;;rw;21162;21163;1;;0;3;1;;;;;;;;;;;;;;;;;;;;;
B106;frischwasser_1;;;;Frischwasserstation 1;WAHL;3;;rw;21151;21152;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
B106b;frischwasser_1;B106;1;;Frischwasserstation 1 Pufferladung Starten;WAHL;3;;rw;21154;21155;1;;;;;Fühler FWS;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
B106c;frischwasser_1;B106;1;;Frischwasserstation 1 Puffer-Mindesttemperatur;INT;3;;rw;21155;21156;1;°C;0;100;1;;;;;;;;;;;;;;;;;;;;;
